Id,Price
7734,181816.63412601445
6010,275897.766048816
266,135352.75672777352
632,130957.8768597531
16221,109712.67515887218
11832,177349.83280174315
5035,126223.04388676136
37,115505.00196598496
6168,186475.3217183625
11757,186437.6419047124
8086,125492.42776052414
6529,237843.67340607906
15121,194554.3506130877
13904,144037.54051686527
3711,171627.13560469542
16563,124264.43258351074
14494,179913.92788514306
3006,213872.14905117144
15299,134027.1123132441
92,267500.556676284
8066,183546.36892442135
16071,206078.16906921394
10662,145612.79027227018
3883,234553.8583529642
5511,124421.5015007175
2821,262184.6312796026
9570,189857.7614763871
4326,234378.7580694397
9251,232297.24378939814
9031,204224.49254895025
12689,185318.4395414008
16380,285223.646484368
1053,237202.55760676163
4568,194536.01149835341
16140,113802.88157717929
14356,408084.2150704952
8466,180040.20375399792
15652,143347.1908090892
3285,116723.81907045102
3198,161752.95215140414
14088,429380.3830817879
2268,122043.7513847807
15472,212034.63938556216
1203,210077.9009842274
7157,294581.0281058271
6886,189547.7755114263
5083,254315.53090292987
7467,116441.55045384899
14068,216344.06218465767
2080,179520.97276984557
10865,150379.5842360558
13516,175956.8352833062
14150,202203.16720233834
7609,124780.71715104635
2144,340196.8293985807
10357,209360.31437252398
2396,213644.93010477786
1526,375521.9823095412
10890,244612.28434250358
8638,368510.8792751061
6050,233356.50906732373
7639,109229.30162542572
10544,186654.16447321515
9577,263693.81696354103
13195,214176.87717307053
3484,233162.4432987169
16668,372958.2108820624
7171,179146.10628728327
8547,226571.54977598097
12735,218093.7185203643
9093,189356.57275295022
15323,290337.9952734285
14897,147403.74079233638
5135,132714.11769721235
5327,230683.33132007695
13133,260302.03413068887
1676,308367.78592309006
16296,284386.64769275294
1095,149459.09961014133
12528,149799.18847519028
7348,280473.57540352276
11663,174497.18923280772
1803,213495.0996577168
1510,239233.76330970236
16045,190677.41389456482
2900,148130.18297276195
3236,180396.87910106752
1318,283923.21188963635
14948,217775.8567126611
7840,299224.07448715786
15325,184172.55204464856
8700,158166.0399382571
15706,197658.50874841883
14449,159639.65586285075
16117,176191.42898282292
4529,180048.35914052854
11199,196366.83612706538
4052,352690.3699525393
821,202802.6212551076
68,256185.2248648514
554,117330.13146907231
452,183596.16782838252
11394,316145.323830509
11393,161305.12539354866
9535,157419.83681456957
4024,183856.829849081
10069,213354.21958041773
12007,157739.32818119164
12368,386252.8712984454
1259,354290.65933321224
1124,299100.48012782977
3707,188908.43355690877
8767,165383.72344341167
1919,166135.85845954323
16741,154307.99286348015
6664,277646.30594853027
5688,359916.8087742062
7799,157037.96378675837
14843,327875.5552107885
7532,166951.3053989148
8133,152217.4814991729
6264,320282.6356648085
4125,166796.36693940763
2410,174601.11279517962
13607,211291.48296107954
1716,270860.87750245625
1370,140273.66221637808
2273,380768.2430054964
15298,322736.8249212329
4284,251936.77700049218
12303,150567.14499624463
7808,145246.4783988824
2203,138208.4104488901
7237,133135.87651517597
15864,155744.3284702661
2844,165327.84336473647
5729,171361.24937180697
11812,381399.36879532225
1779,154687.02652932482
6442,145563.82740863267
6160,230849.22406668004
8266,192879.78096892536
9903,159573.84201193642
2867,135542.62263954623
6998,176074.06684450933
13932,165401.51466781262
12587,169728.85018936705
3611,265289.7143761355
2646,281721.4573777046
1890,167767.16199322286
860,246892.20492009676
14187,203108.60644455365
12569,262846.8052585064
1276,96326.47079862125
12025,230458.2206149015
4890,299644.1439830562
14410,305173.3509704963
10352,356393.2351703283
11407,215131.02362651113
10384,174021.6200010894
7622,293763.7493081584
12578,163855.62524980897
15820,170170.47636165834
563,201027.93555199503
15226,173194.70111132323
6396,213957.98098884945
6247,147654.53421336034
3339,162679.95868736424
10975,254844.58138845905
7475,104721.37860573709
11129,221550.25563323486
3051,277973.5787595867
10232,229121.74109177344
14106,180294.95169444912
5502,221772.3907345303
4558,75206.65222272645
4181,145531.6812045939
8426,129295.43345476489
6611,167597.11108463292
14641,148073.55427173284
15539,257120.3095559423
13119,145869.36592807306
11716,183952.37913079173
7316,250358.79848568386
7791,117154.09984973591
13034,316775.21269073966
1068,293829.96369154553
4060,173474.64271846242
10172,216583.3999496549
2591,187657.84029257
12494,323671.97609434393
7828,384913.83719398954
15284,176428.87326196837
7947,168572.51030062733
16335,222364.7271726795
10234,322415.25330460264
2797,257906.09305280139
5341,250985.64771097337
3059,275920.7613031112
1559,72268.9621789615
15320,272412.666485302
10284,367892.3703963733
4134,215808.8655841478
4481,209651.81820679863
7222,172040.56704967414
4062,198236.99011037633
2192,199680.2558055701
9637,184148.2261241141
16236,168246.27640361807
4272,162939.5567517391
9406,276081.65724535455
14309,245286.83583902422
1946,294477.0290329675
16235,238383.5516850851
7146,175304.28326483656
16784,232696.96294965944
349,327268.71072170325
6251,178093.0824801348
5128,352113.592556954
11718,186501.03152764082
16721,91770.06395914132
12517,219023.7312844654
15961,190338.34160082295
9428,160742.1171040741
14541,148224.79771626438
10168,116956.74726538341
11270,163616.3018680782
13210,207644.6659966669
11518,166855.60402589
12612,169471.4211523321
16352,112065.13381247976
9935,143642.22594799905
15521,278206.7594488513
11482,189879.0370467195
11443,161630.44176960512
9459,236399.24577835828
9218,176189.92067717214
854,139197.3613540679
5619,128662.44821563308
9208,196065.5465621618
4391,142905.70464776075
15207,165644.91610150045
7183,181547.49910854976
16442,214603.5294903698
7936,89701.03839888684
10606,364496.5470752335
4979,157454.79673672814
4854,285793.929134804
16476,131672.9251430021
10516,170088.94105031324
16261,282466.3785050987
90,367678.0012212119
5433,174847.58638967597
14338,139164.37924953602
13487,208456.50471967383
8211,455817.6405930501
170,173586.6179115518
14051,106991.47845401181
10686,206787.3245747878
7595,302182.8065764262
6777,324756.9636414931
14661,176184.8049506432
13991,285184.88918105024
16795,180500.41384670197
2740,128732.957802325
7368,390802.8747926206
2413,238151.3176562652
1852,487799.6794911911
15200,333204.04374474694
8467,322088.3249068009
16379,299368.7962094582
3375,182998.95279716115
5945,413380.6401188474
2641,177892.22046200582
2837,314496.7619255177
3498,234357.93427314854
10876,158240.46680996259
1285,217926.9567334868
9285,242056.6700776845
4015,319054.3120252221
2526,180251.0304695058
7814,186177.46815511468
7117,276530.2634957146
12359,119406.8214898266
3303,258649.56457099124
13874,187043.65655392836
5484,186334.72188734572
15067,148643.2837389934
12639,215216.0861607689
3388,239835.57873943207
4256,202769.17557737656
15738,193546.5827573133
14049,155300.31228930093
15780,181001.87894172053
9564,179277.71675129895
11910,207110.74048770874
11315,214005.94569122102
1733,160712.97199543004
3910,337991.35324804595
7552,487408.1468829652
254,191689.3756580516
5222,235626.1210722093
8314,227918.0447958048
16743,226679.0629586061
10335,120033.50432066015
8226,265125.33749509224
12254,238743.06099195417
13152,212284.81533534054
15020,202918.2374020794
16349,207213.8433853989
11924,172295.70860259392
12543,185768.92490836978
14114,229125.953894011
12318,256256.37995057178
15383,193851.16207847223
6679,239993.91669254785
635,188174.983974989
15993,275373.3696682424
11375,179032.72841978935
11216,182709.55629022807
15401,215747.28178127998
11301,151917.48148884793
13804,270991.059491348
10839,214648.3975468944
1588,322146.1724639392
3596,188270.34342592658
5816,185160.0909157044
8099,147164.67977449705
6551,204537.13904130482
14075,429551.35480703606
13431,196678.314251229
9481,332302.3278531675
5295,147763.24204672538
15859,343453.6871549171
10634,364067.1012276521
444,206800.98794190038
11686,254990.32520816286
1213,211750.7323324279
13970,150137.25138897682
6849,427994.5978745418
9911,220210.34150881853
5649,151854.01790401875
7184,241361.91422026313
5877,289471.7516074241
1655,413999.6786110319
15301,199118.41825846792
12389,246687.07829162144
5241,275304.5069009326
7048,158345.11889952322
10574,136282.25443428406
8593,160401.66312331802
4752,180600.26099962834
14663,190636.80469255903
10994,222477.74085945182
87,79305.5671646835
5132,129379.73288435943
6372,420441.14889978565
7411,290358.27948986064
3319,279760.20506099804
9355,128818.47117255746
5139,268955.5387761015
56,279027.1687741697
3249,178908.61713267886
5047,82197.98466315801
13238,338383.49495784804
2190,271084.7215908695
15599,178997.19975131378
6542,156008.55977154349
1968,178665.44961933157
5630,185297.3860412146
9157,220381.08747492
789,178329.99256680137
1413,261463.17999009194
12514,275264.53921926685
13459,145633.79781295103
1345,246964.03489246956
4034,202791.275561824
15169,147978.82411191435
6770,243264.48658715218
3334,176989.00484879845
12998,165801.250805886
15870,229261.27501469996
1871,153529.87718634293
5770,177887.80566416692
13196,110288.38299099429
7633,210005.71196847965
10699,213785.84516598127
15470,195756.3914608462
1903,508488.9093108493
13860,207453.05356822815
7649,173661.65345381098
11043,203259.55909428198
2922,215031.02278014773
7538,331275.0760198075
9477,112603.31074842095
117,404593.1602997969
1457,244485.95932117893
7082,173478.91842722494
3053,260232.62769432247
12522,115801.53115095406
5744,495977.23643061705
13566,288688.8338320825
1464,134899.4807192789
3852,121082.9927727097
9557,235123.23690242317
14719,417735.65210617066
13978,127580.98736368625
3286,153265.64344460896
13019,334747.5628113848
1421,151880.62511613013
13502,175552.44272123373
14811,124003.7048287289
9297,260586.80571597148
7749,393307.1585828793
16555,144372.54924438425
14576,189722.4770647604
12766,163604.53245776304
4679,149206.01640374024
10033,183720.7039775319
11231,278407.2578537263
15112,155090.72218914062
10617,177979.62672755943
2175,166158.2697392599
16502,430569.24681931804
10106,194654.64649887008
12561,154683.53930046747
15907,302301.43098439503
8069,121342.65920657008
8316,129199.66431149861
12343,252829.39358052798
12092,159086.91275275982
1527,178772.09594694033
10010,213343.32808697585
655,110078.46633045084
10549,136091.69361930017
3248,117754.0151994396
13499,256466.2503244518
14959,197739.2495048925
6070,160448.6710278332
11360,242473.96887292154
12102,205037.35479581292
11870,285429.91724984447
3713,132575.88698388057
3230,153753.59982501448
7742,223718.22056554124
15092,328945.21350764716
8728,324947.83944458724
3386,149149.68490376623
9409,150242.87379987334
16545,263968.36077797256
3127,164802.24328450448
11344,165140.23010896763
2112,234292.25895776943
7310,229606.0122221381
6313,205226.1441594393
3681,415160.91978039243
5114,321606.29712956137
270,161650.62206725767
14350,178062.41229586408
12223,348057.0850005147
1066,191631.01640484447
16116,365775.4405397392
11410,498188.391153278
4088,148033.79621365236
5956,179119.14089534085
14669,151520.92061552755
13871,136121.21760089725
4126,229686.8410920514
12114,192852.6998133888
16607,160420.75767363206
4266,214646.2433724677
13518,192070.22254673432
11856,288323.98335441476
3885,242023.31461167557
8891,169476.7200164381
4964,175377.72675084227
7696,161792.71462892857
6894,201621.17250447717
9766,181611.84025365816
4800,162169.87130720203
2840,183380.4541318674
4743,168659.8556317718
13562,471927.88925828197
8301,204774.293451909
5405,167196.21389725144
1535,171890.95330685365
9073,129460.65979315637
1698,319308.4915609639
12262,240610.00118504945
6794,183814.52628232123
12701,192326.13278440814
8432,178154.43191829193
13540,140024.3688612534
8629,148162.91041814914
1440,183951.94756962478
8596,201256.16785506508
9575,271416.3423458076
14976,103856.78153518941
3149,224755.5540364673
5157,163294.97458894693
10748,176354.95046153956
9719,340850.5609066819
6376,183490.90518418036
9733,169907.11251687334
4749,203578.27039324105
4994,412849.04991126666
538,198233.3979258239
5512,140061.2717136666
9778,153286.27440353105
9761,136673.18990244347
3174,439293.1161350557
13429,195005.43707987797
10467,74552.54993508467
14129,198647.35945988103
13608,196365.33192327802
11106,149212.38359957899
12048,176022.77328527675
1054,318082.52763212693
3582,283273.8191088035
1566,150673.5200987915
11529,150018.58098550487
11859,153682.65524661506
10582,146017.02897858797
14907,361996.1858188669
14039,161035.50953302684
10489,156358.66808185098
3331,312542.7168817489
10153,244976.44858515222
5271,166366.70114187806
11871,389980.39122625196
776,138050.9587649952
3994,130355.00897967695
9433,76024.42108998183
14275,137253.9332135847
8030,252817.00863596905
8169,272533.6049585689
8053,188370.3400240304
4822,202685.8360548083
13197,210903.32865523934
13634,273411.2935182247
8951,189612.96206613933
12176,248418.3829995801
15471,147855.3117328782
14962,144966.17699548055
12512,124721.62275218817
8697,471223.2304679466
7095,229173.91014356283
13639,199001.17716184782
16660,185114.18166440877
5848,144665.8127864878
5386,195066.7223660199
10880,283564.1506715748
3954,175897.13805165936
13426,268235.7810605513
5966,220137.0584742882
16315,271625.45734717214
7455,195644.28224074017
11071,232085.37240723378
14740,213510.65921255297
16087,201165.04264404505
8931,233622.43406390026
15289,169245.4237316979
16089,252864.2587233991
12128,180427.32271378837
4724,221659.22180203025
8585,202049.39075272242
7188,228238.70235463872
5423,153499.56417753923
10488,194391.627480389
5980,223600.2885551517
8376,239445.04395231177
12397,134240.40044750643
16496,204186.68959121022
4891,251719.9188796722
9710,146883.58525710032
6339,168413.30788772018
244,215410.10136665855
5002,218441.36703950257
5358,180112.50599223367
7636,158547.68879111487
9361,320775.68054650933
3601,124155.72532558501
15755,160424.8333054698
172,179846.46858083422
3037,344019.20785693236
577,278067.0145422633
3607,203090.30910633403
2515,105748.49667638518
10413,160790.62650018206
10511,232149.0849292517
4637,400411.8876561744
12736,256850.00811868737
9534,240669.11770348946
11641,155223.00013214507
10419,258486.6679704133
15313,146854.83126866026
14915,195269.07296520527
12409,393892.59799748583
9405,129994.4886110407
14066,203997.4427285559
14108,188505.58689086023
11931,231701.4247252654
11464,314331.1885397084
926,148419.46231237383
11190,214371.65401065472
10260,179446.71028857148
12712,206173.63760882767
1234,215035.55180600696
11608,105849.60325404182
3776,260569.67912817185
4881,205361.01084830676
10266,190038.61140822188
3262,254009.21616304497
3576,347914.6813882792
16604,453273.9064960344
8041,154692.75560073572
10691,223232.46745460428
8357,177195.42745933332
11661,148405.17053946096
4453,232821.50134794717
15936,213777.39505230568
8463,274985.32333744795
15770,240592.83030211247
466,169453.7395724942
14965,93041.12326691499
11227,180773.06505754535
9894,266051.7950533227
11746,201783.99777274404
4118,149643.30702047143
756,326078.38881101354
15589,181595.63491897273
109,350903.6829224665
5778,229883.96153917722
1731,97266.1663974822
3450,154837.83490097607
2961,194629.4235009447
222,172107.1489127959
11454,398961.9175690372
7339,181643.8836870002
12096,107285.72991941424
14074,190924.57091423965
4058,226222.15454465232
6603,262330.01358723326
3289,122399.87960079999
16681,261002.26281394408
8200,321383.3514237946
3343,238129.10563628125
7802,177272.4764933604
2082,333095.78630619193
217,247368.4044594181
1720,189370.27378235394
7224,243448.08363102737
6176,146328.81530603382
12571,252569.4180747051
16666,301347.1017981796
8908,200236.51919629655
6914,174228.063713008
5428,185801.93936603813
381,179711.55407172456
3991,192199.21448102183
16365,252341.51091210608
1046,213329.73139915534
391,150579.1315136713
9212,322437.6755532775
3022,210141.0643001881
9961,106690.68793421438
6764,319690.85012132744
7720,183896.77401334242
4809,209780.91585301227
8877,285893.19737082015
7817,204477.98608786974
10614,116590.9184612435
5553,263172.253468781
16488,129828.46347482009
11002,166882.31673289087
13592,297499.8841170745
15050,249623.33655801008
13553,272482.0214938517
9041,179046.73668841034
5461,374570.00535445637
16274,373647.5989657947
2138,201621.17250447717
6245,163999.63561537105
8245,179310.0656136511
6491,213749.49463870388
13218,200735.28529724103
13101,104321.22662511902
10462,147011.99826840663
4079,182398.9287750788
1506,444474.23493679526
14107,129258.53843119838
12215,272656.10187957546
11576,287960.2737261415
10567,239273.2467439369
12713,215174.94689423815
1468,453602.7685474848
2549,259216.51980070063
4172,221943.61263589934
12380,242724.67193683927
3513,110564.25934880308
8165,247232.5959497219
1127,206585.79154188934
14601,404998.63643363153
15526,333039.1130953126
986,331691.33858681784
14968,222913.2344212371
9348,210082.41134028055
6317,251140.45382006504
7497,89952.77059364677
5079,325268.73817966034
528,177437.66610374313
10964,152830.96985908854
5812,325318.71593105176
11022,212881.1137219726
16251,137852.90941196546
5863,117745.60163969571
8664,212112.91306793832
5396,176248.36771357708
6917,243112.21042790715
12776,129144.63495141636
473,264678.60374435235
13333,223075.57694966588
13023,180432.820397734
7357,203125.2661650382
10955,488107.97442927666
11914,341805.0179241566
12535,155784.76010089795
11205,196070.81333911765
13209,188245.70899350866
16119,339759.85607695463
2174,245403.2983093167
4834,211623.60773282207
10151,184445.61696737568
5584,204917.85187471693
6672,209801.42708481185
12858,287057.9116094007
5106,189347.44365324828
8884,187755.77571673208
13766,173923.44065277462
12556,124165.95218979589
12910,217179.74307173188
6258,129168.2401204735
7100,250151.51898915067
1793,175903.12077783782
3335,182608.14642296283
12835,195275.37863106976
10591,172527.3174150642
15707,279272.5513105996
16389,159867.89625466836
7440,383160.6641212938
6293,183491.7567482515
3937,191709.50350591342
16527,206173.41160227306
5102,254545.97329130876
10734,303521.2295382565
7986,152769.05651542312
6495,131810.5285126191
9571,231214.65080563392
5131,214152.40187001118
10761,329534.59629072
143,441917.885916535
13829,169209.199647286
13662,241608.4051159668
1771,147213.6532453538
5448,185394.11452524792
8594,163761.29133596542
12038,263189.3543276037
16471,162124.2450194034
16764,147433.66823987884
1282,178340.78895514781
15101,253085.331665094
9473,145140.094022907
2324,315575.72459673515
14448,238774.24115934037
6000,75435.91034207329
2077,130031.6016688706
12960,238539.97183799415
15837,202791.79357471087
8805,251458.07859982646
9987,241940.88275357167
1580,386911.0310789833
11089,129106.3347462444
10926,228189.0925201717
12773,460965.78514818894
6490,297516.92468206724
10858,130473.64817322433
2831,141315.23115974362
16326,152803.83721185618
371,204487.05423631676
8852,199592.00270262547
6713,321681.46025282895
4230,206895.31883374322
3639,214457.01512030343
3642,196530.2594946324
5149,196419.40012673687
2861,198728.75021161448
13300,96927.63580031235
2807,312395.2726739598
5919,105911.78564185272
12716,472299.9299037721
4271,245244.87268215162
16055,223076.248249516
3747,293549.84155365144
5857,247730.54693203382
6884,312740.91628201795
16027,243611.69191297254
3512,385002.58616139233
5181,172419.17737173874
16732,266511.3475945976
1908,179349.13210603397
12082,175905.1839725863
7286,133925.80727756696
8216,145082.895300122
6929,318799.9125510921
3950,327459.06602164934
12479,175820.25253782808
877,133038.61815649713
1366,193180.4075206551
384,133215.8216913217
5767,206298.16028229083
6910,162041.84994402403
187,189689.76085207667
10164,302802.46405421966
8603,213900.58026831775
15834,204781.99657478527
3078,128420.25946326998
3479,244860.76500092
6671,227643.49693207204
6078,163595.5231059716
16271,132212.59644537422
16191,159363.45402980575
11544,167847.64576584476
7781,195276.06994698272
14918,315858.8586510284
6238,180404.53635975064
12989,237816.1796139645
11907,196102.87774931264
9696,155272.97121190184
14084,297386.99332488
3895,152076.38491457095
4367,185851.9534960112
8453,73438.79159763307
7638,349444.65665860765
8373,242776.06091215505
4674,179974.0630884135
15787,155437.0749546582
5903,263214.2060069139
13679,213895.03589800716
9018,379013.2427352816
15823,260093.912249693
13289,145497.33225469894
9896,171999.59704578083
14436,190272.08703500926
5547,248231.8947111976
4048,386368.5914018428
16579,214944.06262941856
8550,201308.93859538564
9385,300929.259970822
5242,162443.1476699602
31,218818.1684642179
6144,280822.07592949434
3990,193534.8512362865
2523,93550.6596256067
12608,253932.36085711303
7234,177535.24153547178
15264,211451.88775231727
9623,214103.77275683585
3161,320620.33104315953
7425,105170.79265720403
13021,279363.1735322598
4044,149245.79570600975
15411,235463.4114536048
979,323003.7921321488
5514,234929.60888584162
4817,170243.7573622654
2115,179429.55954904863
10571,248723.83331054793
8992,226959.44752641112
15546,183855.80071055685
11359,141558.32684329222
11972,178520.32395927818
12838,165085.8047645284
5948,129346.60465418494
422,312814.3101966928
4855,142998.34019071667
16197,114799.99510583121
8926,328910.53012068314
5703,173722.26749411036
8848,211754.67110084413
7039,315717.8454240348
3806,153784.43702178187
15154,226573.6818371667
13132,177298.10582265217
7438,199534.08747905734
4398,207492.46000276663
2440,199096.2623656392
3751,169439.35901029684
1476,180358.17527575203
2264,284819.15585021937
16444,173952.5389547391
10704,170419.36837034128
4033,138246.84280682832
4508,123537.29929932558
16290,227371.29730882574
10387,203951.94881066764
5457,153477.93574360895
4910,258867.61946097072
7451,216071.99479517486
10732,168650.5672403953
8015,133282.5997753004
6148,180080.38591934764
5892,235954.51217616923
7825,233590.45901001152
6851,246587.03849606693
6633,211000.58400754127
2139,277091.889553971
10213,282448.30578246416
2830,239860.47282744947
13907,131667.70467783167
15897,336844.33730340446
8311,184775.9769018682
14230,196333.1349721431
3878,198712.75784534164
13732,190059.75282766324
12110,175542.39212361106
10675,352329.09439800156
12946,134495.31899862448
16754,227064.6323197117
4394,271454.08048005024
16728,170003.45484550856
14378,308231.17083754827
9949,167439.04255384853
994,201030.144616148
13258,154218.94833036317
5883,431830.8761790448
6933,329860.45807930117
13193,217586.0678341881
13286,176598.155128863
13407,366297.4434436256
7512,121994.14360728295
7221,194480.46731511375
14428,164041.36534848297
1740,193115.42056858796
3,142152.45257970766
12952,221552.8198927642
11537,135108.60733560877
2558,142612.798663211
14081,259040.20870188202
3517,223185.36005620862
7149,241236.61368071532
15777,113997.75893237586
8995,232903.92258039053
826,345083.38105235406
509,247398.89033056406
14875,305222.6272157063
6591,162719.23961067575
11283,113038.08447449913
9897,235225.84600827927
14902,175385.54266585474
14291,172364.90092159054
3162,231515.28414100458
4206,193658.7815456786
11580,192142.19945049204
2007,207155.008067395
14939,254166.38908741597
13572,175875.38085721974
10720,150600.15804792938
